Date,runoff
2015-12-01,0.0
2015-12-02,0.0
2015-12-03,5.131024034380192
2015-12-04,3.743524507402265
2015-12-05,0.7012663317163316
2015-12-06,28.68504825892916
2015-12-07,3.403483014975229
2015-12-08,5.013475466309596
2015-12-09,27.224508253181043
2015-12-10,75.64420434103832
2015-12-11,17.666707171890668
2015-12-12,6.492816992543124
2015-12-13,45.70788424736238
2015-12-14,7.302874362041217
2015-12-15,2.233196508308723
2015-12-16,1.0658155322764191
2015-12-17,4.88232031201516
2015-12-18,46.06742447053882
2015-12-19,18.255472640265783
2015-12-20,24.622052651187243
2015-12-21,86.806698126596
2015-12-22,81.99031679256731
2015-12-23,11.899033725817716
2015-12-24,20.66763690454844
2015-12-25,7.540418702261744
2015-12-26,3.1917412043911693
2015-12-27,2.24983172550438
2015-12-28,3.170292381061444
2015-12-29,1.804524584633804
2015-12-30,3.098784343356916
2015-12-31,1.92521452971257
2016-01-01,1.1544051820247647
2016-01-02,0.8566955977069495
2016-01-03,1.7166007122517284
2016-01-04,4.3968773499803815
2016-01-05,30.447664847660533
2016-01-06,30.300245330451745
2016-01-07,11.072789462837695
2016-01-08,7.37171415185086
2016-01-09,11.634053397056247
2016-01-10,5.460165000545605
2016-01-11,4.1102534972482045
2016-01-12,4.902422896435483
2016-01-13,66.01303065118388
2016-01-14,34.49956312168651
2016-01-15,21.975922309411548
2016-01-16,33.04966271922392
2016-01-17,94.76646539605606
2016-01-18,34.978633111500194
2016-01-19,48.81134403158547
2016-01-20,15.85979824944302
2016-01-21,7.728290213475078
2016-01-22,29.12340217444429
2016-01-23,54.49814454289566
2016-01-24,19.71057545169059
2016-01-25,22.644953278570497
2016-01-26,9.66450025045924
2016-01-27,5.220706390222296
2016-01-28,10.40482761206288
2016-01-29,60.093034078576274
2016-01-30,19.38277153580962
2016-01-31,8.01740018473456
2016-02-01,4.148795302523826
2016-02-02,3.470428623428812
2016-02-03,3.6151460270267104
2016-02-04,4.952072336412987
2016-02-05,2.816156830670869
2016-02-06,2.0754236309785434
2016-02-07,1.5604435160116796
2016-02-08,1.131203746308793
2016-02-09,0.8847562885670502
2016-02-10,0.6950833905386128
2016-02-11,0.600781351336706
2016-02-12,0.4701500773636168
2016-02-13,0.3887510601390279
2016-02-14,0.307216459079867
2016-02-15,0.2768493789910811
2016-02-16,0.2786980755507894
2016-02-17,3.439114352258903
2016-02-18,37.0560376574193
2016-02-19,32.529326596032114
2016-02-20,11.37305818969231
2016-02-21,4.927989721826234
2016-02-22,2.909423626497209
2016-02-23,2.061125787766749
2016-02-24,1.4149615853070971
2016-02-25,1.0751176393710578
2016-02-26,1.2569648839781835
2016-02-27,1.3926137587612546
2016-02-28,1.1686854059669285
2016-02-29,0.9454002441815184
2016-03-01,1.050185959604298
2016-03-02,4.351566847979199
2016-03-03,15.775345996510213
2016-03-04,4.974337868608509
2016-03-05,70.20435286188638
2016-03-06,71.01804367700244
2016-03-07,44.11438184185248
2016-03-08,12.906547599273944
2016-03-09,15.221747077120868
2016-03-10,71.03155428496224
2016-03-11,42.03778409178188
2016-03-12,81.98407888283914
2016-03-13,102.22028652240805
2016-03-14,50.723139759139656
2016-03-15,21.56533312654585
2016-03-16,11.956622632107168
2016-03-17,7.085600318038701
2016-03-18,5.332003705242626
2016-03-19,6.234178272891179
2016-03-20,21.284542979446297
2016-03-21,48.17326090594375
2016-03-22,30.33441053920863
2016-03-23,11.828480514555451
2016-03-24,8.74917859974278
2016-03-25,6.9955825851668125
2016-03-26,6.420781705070364
2016-03-27,5.081524693531318
2016-03-28,2.869449121694586
2016-03-29,2.0065258761243507
2016-03-30,1.7090231531231532
2016-03-31,1.3968066988233974
2016-04-01,1.1648163308287784
2016-04-02,0.9276348188297964
2016-04-03,0.74902730400316
2016-04-04,0.8974936108137634
2016-04-05,0.6941342742884372
2016-04-06,0.5617787011548248
2016-04-07,0.4329075687479044
2016-04-08,0.5893836187599802
2016-04-09,0.5897837457273765
2016-04-10,0.6505350911241733
2016-04-11,0.578961574926487
2016-04-12,0.3283495123874586
2016-04-13,0.3724330224853454
2016-04-14,0.9544557664222528
2016-04-15,0.6856584237327796
2016-04-16,0.5899418517514449
2016-04-17,0.3905308795077967
2016-04-18,0.3690219785628665
2016-04-19,0.74246667221291
2016-04-20,0.464734329650132
2016-04-21,0.26624687259365
2016-04-22,13.6284187463611
2016-04-23,5.186291715576469
2016-04-24,4.5879430459235895
2016-04-25,2.85213470782761
2016-04-26,1.460379103060073
2016-04-27,2.673031754106276
2016-04-28,2.7555708552528704
2016-04-29,1.8115759939855192
2016-04-30,1.2005560914163882
2016-05-01,0.9544087949003848
2016-05-02,0.8299018096766582
2016-05-03,0.8520045266407722
2016-05-04,1.1045601583173552
2016-05-05,0.8269956427539559
2016-05-06,0.9680098127837408
2016-05-07,0.8013674374475176
2016-05-08,0.8978669542408554
2016-05-09,0.7137580950348269
2016-05-10,0.4861661485860236
2016-05-11,0.4730099529755215
2016-05-12,0.4776950820853522
2016-05-13,0.4561619616771923
2016-05-14,0.3496978420189343
2016-05-15,0.3941998840078977
2016-05-16,0.3622391730948641
2016-05-17,0.4431875355167884
2016-05-18,0.5491348120487329
2016-05-19,0.4639343945669771
2016-05-20,0.2519250579845601
2016-05-21,0.2392908228555027
2016-05-22,0.4127606874084479
2016-05-23,0.6236702350873256
2016-05-24,0.7172266337308382
2016-05-25,0.6104176991225571
2016-05-26,0.3793278651234849
2016-05-27,0.2223506172141882
2016-05-28,0.3146606246448741
2016-05-29,0.2870944976817627
2016-05-30,0.1270413014485526
2016-05-31,0.0933215273635644
2016-06-01,0.1367642059670782
2016-06-02,0.1048106078474648
2016-06-03,0.0926702087454402
2016-06-04,0.1170148919746557
2016-06-05,0.1088377317323677
2016-06-06,0.074915876065575
2016-06-07,0.0603708854888701
2016-06-08,0.0586911959523976
2016-06-09,0.0545573371211851
2016-06-10,0.0405229776384453
2016-06-11,0.0362926449098027
2016-06-12,0.0300236768018557
2016-06-13,0.0209676017641278
2016-06-14,0.0191709719809267
2016-06-15,0.0273736408770669
2016-06-16,0.0443924457635808
2016-06-17,0.0966186577937734
2016-06-18,0.0661223803456558
2016-06-19,0.061372396453873
2016-06-20,0.0389398385575017
2016-06-21,0.0476152949231722
2016-06-22,0.0444219156364674
2016-06-23,0.0361637628012252
2016-06-24,0.0331652047839725
2016-06-25,0.0269647789134468
2016-06-26,0.0192957463252202
2016-06-27,0.0113969916146561
2016-06-28,0.0050845425171956
2016-06-29,0.003231649133631
2016-06-30,0.0007757939325489
2016-07-01,0.0001693885423421
2016-07-02,5.857709049683507e-05
2016-07-03,5.723418418734119e-06
2016-07-04,0.0
2016-07-05,0.0
2016-07-06,0.0
2016-07-07,0.0
2016-07-08,0.0
2016-07-09,0.0
2016-07-10,0.0
2016-07-11,0.0
2016-07-12,0.0
2016-07-13,0.0
2016-07-14,0.0
2016-07-15,0.0
2016-07-16,0.0
2016-07-17,0.0
2016-07-18,0.0
2016-07-19,0.0
2016-07-20,0.0
2016-07-21,0.0
2016-07-22,0.0
2016-07-23,0.0
2016-07-24,0.0
2016-07-25,0.0
2016-07-26,0.0
2016-07-27,0.0
2016-07-28,0.0
2016-07-29,0.0
2016-07-30,0.0
2016-07-31,0.0
2016-08-01,0.0
2016-08-02,0.0
2016-08-03,0.0
2016-08-04,0.0
2016-08-05,0.0
2016-08-06,0.0
2016-08-07,0.0
2016-08-08,0.0
2016-08-09,0.0
2016-08-10,0.0
2016-08-11,0.0
2016-08-12,0.0
2016-08-13,0.0
2016-08-14,0.0
2016-08-15,0.0
2016-08-16,0.0
2016-08-17,0.0
2016-08-18,0.0
2016-08-19,0.0
2016-08-20,0.0
2016-08-21,0.0
2016-08-22,0.0
2016-08-23,0.0
2016-08-24,0.0
2016-08-25,0.0
2016-08-26,0.0
2016-08-27,0.0
2016-08-28,0.0
2016-08-29,0.0
2016-08-30,0.0
2016-08-31,0.0
2016-09-01,0.0
2016-09-02,0.0
