Date,DATE,WS_1,WS_2,WS_3,WS_4,WS_5,WS_6,WS_7,WS_8,WS_9
110318,3/18/11,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
110319,3/19/11,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
110320,3/20/11,0,0,0,0,0,0,0,0,0
110321,3/21/11,14.3,14,14.4,15.1,14.8,15,16.7,15.9,18.5
110322,3/22/11,2,2.1,2,2,2.3,2.4,1.8,1.6,1.3
110323,3/23/11,0.8,0.7,0.6,1,1,0.9,0.6,0.4,0.2
110324,3/24/11,0.9,1,0.9,0.9,1.4,1.8,0.6,0.4,0.2
110325,3/25/11,0,0,0,0,0,0,0,0,0
110326,3/26/11,0,0,0,0,0,0,0,0,0
110327,3/27/11,0,0,0,0,0,0,0,0,0
110328,3/28/11,0,0,0,0,0,0,0,0,0
110329,3/29/11,0,0,0,0,0,0,0,0,0
110330,3/30/11,0,0,0,0,0,0,0,0,0
110331,3/31/11,0.2,0.1,0.1,0.2,0.2,0.2,0,0,0
110401,4/1/11,10.6,10.6,10.6,11,11.4,11.7,14.2,13.7,14
110402,4/2/11,0,0,0,0,0,0,0,0,0
110403,4/3/11,0,0,0,0,0,0,0,0,0
110404,4/4/11,11.7,10.7,9.4,13,11.3,11,14.2,13.7,14
110405,4/5/11,5,5.7,6.5,4.6,6.9,8.7,7,6.7,7
110406,4/6/11,2.9,2.9,3.1,3.4,3.5,3.6,4.5,4.3,4.8
110407,4/7/11,0,0,0,0,0,0,0,0,0
110408,4/8/11,0,0,0,0,0,0,0,0,0
110409,4/9/11,0,0,0,0,0,0,0,0,0
110410,4/10/11,12.6,11.2,10.8,15.6,13.3,12,9.2,9.5,11.8
110411,4/11/11,22.4,21.9,25,26.9,30.1,32.6,31.7,30.4,30.5
110412,4/12/11,0.5,0.4,0.4,0.6,0.3,0,0.3,0.3,0.3
110413,4/13/11,8.5,8.2,8.4,9.1,8.5,8.3,9.8,10.2,9.8
110414,4/14/11,1.3,1.6,2.1,1.2,1.5,1.3,1,1,0.8
110415,4/15/11,0,0,0,0,0,0,0,0,0
110416,4/16/11,8.7,7.7,7,9.8,8.4,8.8,6.2,7.6,11.5
110417,4/17/11,20.9,20.9,22.9,21.5,22.1,22.6,28.3,28.1,23.7
110418,4/18/11,0.6,0.6,0.6,0.7,0.6,0.5,0.6,0.6,0.4
110419,4/19/11,0,0,0,0,0,0,0,0,0
110420,4/20/11,8.5,8.2,8.9,9.1,9,9.1,9,8.7,8.9
110421,4/21/11,1.7,1.7,2,1.7,2.1,2.4,3.2,3,3.2
110422,4/22/11,0,0,0,0,0,0,0,0,0
110423,4/23/11,14.5,13.6,14.2,15.7,14.9,15.1,15.7,15.9,18.1
110424,4/24/11,0.7,0.7,1,0.7,0.9,1.1,1.5,1.4,1
110425,4/25/11,10.9,10.6,10.1,11.7,10.6,9.9,2.7,2.9,2.3
110426,4/26/11,24.7,25.2,25.6,25,25.3,24.8,29.3,29.9,31.1
110427,4/27/11,1,1.1,1.2,1,1.4,2,2.7,2.5,2.3
110428,4/28/11,8.1,8,7.8,8.6,9.4,11.2,14.4,14.4,13.4
110429,4/29/11,0.2,0.3,0.4,0.2,0.4,0.5,0.8,0.8,0.8
110430,4/30/11,0,0,0,0,0,0,0,0,0
110501,5/1/11,0,0,0,0,0,0,0,0,0
110502,5/2/11,0,0,0,0,0,0,0,0,0
110503,5/3/11,0.2,0.1,0.1,0.2,0.2,0.2,0.3,0.3,0.3
110504,5/4/11,18,17.9,17.9,17.6,18,18.4,18.9,19.6,18.7
110505,5/5/11,1.7,1.5,1.2,1.8,1.5,1.5,2.4,2.5,2.4
110506,5/6/11,0,0,0,0,0,0,0,0,0
110507,5/7/11,0,0,0,0,0,0,0,0,0
110508,5/8/11,0,0,0,0,0,0,0,0,0
110509,5/9/11,0,0,0,0,0,0,0,0,0
110510,5/10/11,0,0,0,0,0,0,0,0,0
110511,5/11/11,0,0,0,0,0,0,0,0,0
110512,5/12/11,0,0,0,0,0,0,0,0,0
110513,5/13/11,0,0,0,0,0,0,0,0,0
110514,5/14/11,12.8,12.4,11.6,12.9,12.5,12.9,11.6,11.8,12
110515,5/15/11,33.8,34,33.7,32.7,32.8,32.2,31.1,31.7,31.2
110516,5/16/11,1.4,1.4,1.4,1.4,1.2,0.5,0.9,1.2,1.2
110517,5/17/11,4,4,3.7,4.2,3.8,3,2.7,2.9,3.3
110518,5/18/11,7.4,7.2,6.5,8,8.2,8.7,18.3,18.5,16.3
110519,5/19/11,17.9,17.6,16.5,18.8,18.6,17.7,13.5,14.2,14
110520,5/20/11,3.4,3.6,3.5,3.5,3.9,4.1,1.5,1.8,5
110521,5/21/11,16.4,16.9,16.6,16.7,19.7,22.3,12.6,13.6,16.5
110522,5/22/11,1,1,1,1,1.1,1.1,1.2,1.1,0.8
110523,5/23/11,12.5,11.8,10.5,13.4,12.7,12.7,11.5,12.1,10.9
110524,5/24/11,0,0,0,0,0.4,1,0.9,0.9,1.1
110525,5/25/11,0,0,0,0,0,0,0,0,0
110526,5/26/11,3.7,3.7,4,3.7,4.1,4.1,0,0,0
110527,5/27/11,1.3,1.4,1.6,1.3,1.2,0.7,3.6,3.5,2.8
110528,5/28/11,0,0,0,0,0,0,0,0,0
110529,5/29/11,0,0,0,0,0,0,0,0,0
110530,5/30/11,3.5,3.6,3.9,3.5,3.4,2.8,2.7,2.7,2.5
110531,5/31/11,0,0,0,0,0,0,0,0,0
110601,6/1/11,0,0,0,0,0,0,0,0,0
110602,6/2/11,1.1,1.1,0.9,1.1,1.4,1.7,2.1,1.8,1.6
110603,6/3/11,0,0,0,0,0,0,0,0,0
110604,6/4/11,0,0,0,0,0,0,0,0,0
110605,6/5/11,0,0,0,0,0,0,0,0,0
110606,6/6/11,0,0,0,0,0,0,0,0,0
110607,6/7/11,0,0,0,0,0,0,0,0,0
110608,6/8/11,0.2,0.3,0.4,0.2,0.2,0,0,0.5,1.5
110609,6/9/11,6.1,5.8,5.3,6.5,5.8,5.4,10.2,10.3,8.1
110610,6/10/11,0,0,0,0,0,0,0,0,0
110611,6/11/11,18.2,18.1,17.5,18.7,19,19.8,24.3,24.8,25
110612,6/12/11,5.3,5.2,4.9,5.5,5.4,5.4,3.5,3.9,5.1
110613,6/13/11,15.3,15.5,16.3,15.4,18,21.2,9.7,10.3,10.2
110614,6/14/11,3,3.1,3.6,2.9,3,2.7,3.7,3.6,3.2
110615,6/15/11,1.8,1.6,1.4,1.9,1.2,0.3,0.3,0.4,0.4
110616,6/16/11,0.4,0.4,0.4,0.5,0.3,0,0,0,0
110617,6/17/11,5.1,4.7,4.2,5.6,5.4,6.2,2.7,2.5,7
110618,6/18/11,3.3,3.7,4.4,3.1,3.5,3,5.4,5.3,3.8
110619,6/19/11,0.8,1,1.2,0.7,0.6,0,0,0,0
110620,6/20/11,0,0,0,0,0,0,0,0,0
110621,6/21/11,0,0,0,0,0,0,0,0,0
110622,6/22/11,9.3,8.3,6.7,9.9,6.4,3,4.2,5.6,9
110623,6/23/11,14.4,15.2,15.6,13.3,15.7,17.7,29.5,30.9,30.1
110624,6/24/11,22,22.1,21.4,21.1,22.5,24.3,14.8,14.7,13.6
110625,6/25/11,0.6,0.8,1,0.4,1.5,2.8,1.1,1.2,1.1
110626,6/26/11,4.3,4.3,4.1,4.2,2.9,0.8,6.4,6.3,6.2
110627,6/27/11,0.2,0.3,0.4,0.2,0.5,0.8,0,0,0
110628,6/28/11,0.9,0.9,1.1,0.9,1.2,1.6,1,1,1.3
110629,6/29/11,0,0,0,0,0,0,0,0,0
110630,6/30/11,0.5,0.5,0.6,0.5,0.5,0.3,0.5,0.5,0.6
110701,7/1/11,0.5,0.5,0.6,0.5,0.5,0.3,0.5,0.5,0.6
110702,7/2/11,0,0,0,0,0,0,0,0,0
110703,7/3/11,2.9,3,3.7,2.9,3,3,2.6,2.4,2.2
110704,7/4/11,0,0,0,0,0,0,0,0,0
110705,7/5/11,0,0,0,0,0,0,0,0,0
110706,7/6/11,13.1,12.9,12.3,13.6,13.8,14.5,16.5,15.4,16.6
110707,7/7/11,0,0,0,0,0,0,0,0,0
110708,7/8/11,0.4,0.4,0.3,0.5,0.4,0.3,0.3,0.3,0.3
110709,7/9/11,9.1,9.2,9.1,9.2,9.2,8.8,17,15.3,17.7
110710,7/10/11,0,0,0,0,0,0,0,0,0
110711,7/11/11,0,0,0,0,0,0,0,0,0
110712,7/12/11,0,0,0,0,0,0,0,0,0
110713,7/13/11,0.7,0.8,0.8,0.7,0.8,0.6,5,5.8,6.5
110714,7/14/11,0,0,0,0,0,0,0,0,0
110715,7/15/11,0,0,0,0,0,0,0,0,0
110716,7/16/11,0,0,0,0,0,0,0,0,0
110717,7/17/11,0,0,0,0,0,0,0,0,0
110718,7/18/11,12.5,12.2,10.3,14.1,14.5,15.5,4.3,4.7,4.5
110719,7/19/11,0,0,0,0,0,0,0,0,0
110720,7/20/11,0,0,0,0,0,0,0,0,0
110721,7/21/11,0,0,0,0,0,0,0,0,0
110722,7/22/11,0,0,0,0,0,0,0,0,0
110723,7/23/11,0,0,0,0,0,0,0,0,0
110724,7/24/11,0,0,0,0,0,0,0,0,0
110725,7/25/11,8.3,8.3,8.2,8.2,8.6,9,6.4,6.7,7.1
110726,7/26/11,3.8,3.7,3.5,3.8,3.6,3.4,3.8,3.6,4
110727,7/27/11,0,0,0,0,0,0,0,0,0
110728,7/28/11,0,0,0,0,0,0,0,0,0
110729,7/29/11,10.1,9.9,9.5,10.2,9.9,9.6,13.2,12.6,12.4
110730,7/30/11,0.5,0.6,0.8,0.4,0.4,0,0.3,0.2,0.3
110731,7/31/11,0,0,0,0,0,0,0,0,0
110801,8/1/11,0,0,0,0,0,0,0,0,0
110802,8/2/11,2.6,2.6,2.3,2.6,2.1,1.3,0,0.5,0.6
110803,8/3/11,0.8,0.8,0.9,0.7,0.9,1.1,0.8,0.8,1
110804,8/4/11,2.9,2.8,2.5,2.9,1.9,0.5,0,0,0
110805,8/5/11,0,0,0,0,0,0,0,0,0
110806,8/6/11,1.1,1,0.9,1.2,1.3,1.6,2.5,2.3,2.4
110807,8/7/11,13.2,13.3,12.4,13,13.1,13.1,12.1,11.5,11.4
110808,8/8/11,1.1,1.1,1,1.1,1.1,1.1,0.6,0.4,0.5
110809,8/9/11,6.6,6.3,5.9,6.6,6.2,6.3,8.9,9.3,10.6
110810,8/10/11,15.2,15.1,14.4,14.9,14.1,13.2,16.4,17,17.1
110811,8/11/11,0,0,0,0,0,0,0,0,0
110812,8/12/11,0,0,0,0,0,0,0,0,0
110813,8/13/11,0,0,0,0,0,0,0,0,0
110814,8/14/11,25.4,25.7,25.3,24.2,26.3,29.1,23.6,25.1,27.1
110815,8/15/11,50.8,50,47.3,49.9,49.8,52.1,56.1,56.8,56.8
110816,8/16/11,14.4,15.4,16.1,13,13.2,11.1,12.1,14.4,10.9
110817,8/17/11,0,0,0,0,0,0,0,0,0
110818,8/18/11,0.5,0.5,0.4,0.6,0.5,0.5,0.3,0.3,0.3
110819,8/19/11,0.4,0.4,0.3,0.4,0.3,0.2,0.3,0.3,0.5
110820,8/20/11,0,0,0,0,0,0,0,0,0
110821,8/21/11,40.2,39.3,38.8,40.7,40.1,41.7,42.3,43.2,45.1
110822,8/22/11,3.7,4.4,5.5,2.9,4.3,4.5,3.3,3.1,3
110823,8/23/11,0,0,0,0,0,0,0,0,0
110824,8/24/11,0,0,0,0,0,0,0,0,0
110825,8/25/11,10.6,10.2,9.4,10.9,10.8,11.2,15.5,15.3,15.6
110826,8/26/11,0,0,0,0,0,0,0,0,0
110827,8/27/11,4.2,4.1,3.8,4.3,6.2,9.5,7,7.8,2.9
110828,8/28/11,129.9,129.4,123.7,131.5,135.5,139.4,159.8,158.4,151.8
110829,8/29/11,1.6,1.5,1.4,1.7,2,2.7,2.1,2.1,3.3
110830,8/30/11,0,0,0,0,0,0,0,0,0
110831,8/31/11,0,0,0,0,0,0,0,0,0
110901,9/1/11,0,0,0,0,0,0,0,0,0
110902,9/2/11,0,0,0,0,0,0,0,0,0
110903,9/3/11,0,0,0,0,0,0,0,0,0
110904,9/4/11,11.4,11.3,10.6,11.4,11.1,10.9,16.8,16.3,13.4
110905,9/5/11,23.6,23.6,22.6,23.3,24,25.2,24.6,24.5,24
110906,9/6/11,9,9,8.7,8.9,9.3,9.9,10.1,9.9,9.5
110907,9/7/11,19.7,19.7,18.8,19.4,19.5,19.6,20.9,20.5,21.2
110908,9/8/11,7.8,8,8,7.5,8.4,9.4,6.2,6.1,5.8
110909,9/9/11,0,0,0,0,0,0,0,0,0
110910,9/10/11,0,0,0,0,0,0,0,0,0
110911,9/11/11,0,0,0,0,0,0,0,0,0
110912,9/12/11,0,0,0,0,0,0,0,0,0
110913,9/13/11,0,0,0,0,0,0,0,0,0
110914,9/14/11,0,0,0,0,0,0,0,0,0
110915,9/15/11,17.6,17.3,17.7,16.9,15.5,13.7,17.3,16.8,13.9
110916,9/16/11,0,0,0,0,0.2,0.5,0.5,0.5,0.3
110917,9/17/11,0,0,0,0,0,0,0,0,0
110918,9/18/11,0,0,0,0,0,0,0,0,0
110919,9/19/11,0,0,0,0,0,0,0,0,0
110920,9/20/11,2.6,2.1,2.2,3.8,3.3,3,4.1,4.2,4.4
110921,9/21/11,0,0,0,0,0,0,0,0,0
110922,9/22/11,12.5,10.1,12.2,19.5,19.7,19.8,23.6,23,23.3
110923,9/23/11,4.4,3.5,3.9,6.5,6.8,7.6,4.4,4.6,5.9
110924,9/24/11,2.3,1.9,3.5,4.5,5.2,4.9,5.2,5.4,5.6
110925,9/25/11,0,0,0,0,0,0,0,0,0
110926,9/26/11,0,0,0,0,0,0,0,0,0
110927,9/27/11,0,0,0,0,0,0,0,0,0
110928,9/28/11,0,0,0,0,0,0,0,0,0
110929,9/29/11,34.9,34.9,33.4,33.6,32.8,31.7,37.8,39.2,38.6
110930,9/30/11,33.5,32.6,30,33.2,32,32.7,39.1,40,35.2
111001,10/1/11,9.3,9.9,10.1,8.5,9.4,9.7,9.8,9.8,8.3
111002,10/2/11,35.1,35.5,34.3,33.5,35.2,37.4,39.7,40.6,36.9
111003,10/3/11,2.8,2.9,2.7,2.7,2.8,2.8,2.1,2.4,2.7
111004,10/4/11,1.2,1.1,0.8,1.4,1.2,1.3,0.9,1.1,1.4
111005,10/5/11,1.8,1.9,2,1.6,1.6,1.3,0.9,0.9,0.6
111006,10/6/11,0,0,0,0,0,0,0,0,0
111007,10/7/11,0,0,0,0,0,0,0,0,0
111008,10/8/11,0,0,0,0,0,0,0,0,0
111009,10/9/11,0,0,0,0,0,0,0,0,0
111010,10/10/11,0,0,0,0,0,0,0,0,0
111011,10/11/11,0,0,0,0,0,0,0,0,0
111012,10/12/11,0,0,0,0,0,0,0,0,0
111013,10/13/11,6.5,5.9,4.6,7,7.1,8.8,10.6,10.4,10.5
111014,10/14/11,51,51.3,46.8,49.7,48,44.3,55.3,53.2,50.5
111015,10/15/11,8.6,8.7,7.9,8.4,9,9.8,6.3,6.2,7.2
111016,10/16/11,3.7,4.6,5.3,2.7,3,1,0.5,0.6,0.3
111017,10/17/11,2.1,1.9,1.5,2.3,2.4,3.1,1.6,1.8,2.3
111018,10/18/11,0,0,0,0,0,0,0,0,0
111019,10/19/11,4.1,4,3.9,4.1,4.1,4.5,4.7,4.6,5.5
111020,10/20/11,7.4,7.5,7.7,7.1,7.1,7.1,9.1,8.7,9.4
111021,10/21/11,0,0,0,0,0,0,0,0,0
111022,10/22/11,0.6,0.6,0.7,0.5,0.7,1,3,2.7,1.2
111023,10/23/11,0,0,0,0,0,0,0,0,0
111024,10/24/11,2.7,2.6,2.5,3,2.6,2.4,1.9,1.9,2.8
111025,10/25/11,0,0,0,0,0,0,0,0,0
111026,10/26/11,0,0,0,0,0,0,0,0,0
111027,10/27/11,9.9,9.1,8.4,11.3,9.3,8.6,10.3,9.5,8.7
111028,10/28/11,2.9,2.5,2,3.6,1.9,0.5,0.3,0.3,0.3
111029,10/29/11,4.2,5.5,7.3,3.1,7.2,10.8,9.2,8.7,9.1
111030,10/30/11,4.5,4.5,4.7,4.8,4.6,4.6,5.1,4.5,4.6
111031,10/31/11,0,0,0,0,0,0,0,0,0
111101,11/1/11,0,0,0,0,0,0,0,0,0
111102,11/2/11,0,0,0,0,0,0,0,0,0
111103,11/3/11,0,0,0,0,0,0,0,0,0
111104,11/4/11,0,0,0,0,0,0,0,0,0
111105,11/5/11,0,0,0,0,0,0,0,0,0
111106,11/6/11,0,0,0,0,0,0,0,0,0
111107,11/7/11,0,0,0,0,0,0,0,0,0
111108,11/8/11,0,0,0,0,0,0,0,0,0
111109,11/9/11,0,0,0,0,0,0,0,0,0
111110,11/10/11,15.7,15.6,15.5,15.8,15.5,15,14,13.5,14.4
111111,11/11/11,0.8,0.9,0.9,0.7,1,1.3,2.5,2.2,1.7
111112,11/12/11,0,0,0,0,0,0,0,0,0
111113,11/13/11,0,0,0,0,0,0,0,0,0
111114,11/14/11,5.3,5.2,5.3,5.7,5.4,5.2,5.7,5.5,4.9
111115,11/15/11,0.5,0.6,0.7,0.4,0.4,0.3,1.1,0.9,0.9
111116,11/16/11,7.6,7.7,8.1,7.9,8.5,9.1,7.6,7.4,8.5
111117,11/17/11,1.4,1.3,1.4,1.5,1.4,1.3,0.8,0.7,0.4
111118,11/18/11,0,0,0,0,0,0,0,0,0
111119,11/19/11,0,0,0,0,0,0,0,0,0
111120,11/20/11,0,0,0,0,0,0,0,0,0
111121,11/21/11,0,0,0,0,0,0,0,0,0
111122,11/22/11,0.1,0.2,0.2,0.1,0.1,0,0,0.2,0
111123,11/23/11,31.3,31.3,30.9,31.9,32.4,34.4,36.9,35.5,35.3
111124,11/24/11,0.1,0.2,0.2,0.1,0.4,0.8,0.3,0.2,0.3
111125,11/25/11,0.1,0.2,0.2,0.1,0.2,0.3,1.2,1,0.6
111126,11/26/11,0,0,0,0,0,0,0,0,0
111127,11/27/11,0,0,0,0,0,0,0,0,0
111128,11/28/11,0,0,0,0,0,0,0,0,0
111129,11/29/11,5.4,5.1,5,5.9,5.8,6.3,6.7,6.5,7.8
111130,11/30/11,26.3,26,26.9,27.3,27.6,28.5,26.8,26.6,26.3
111201,12/1/11,0.4,0.4,0.4,0.3,0.4,0.5,0.5,0.5,0.3
111202,12/2/11,0,0,0,0,0,0,0,0,0
111203,12/3/11,0,0,0,0,0,0,0,0,0
111204,12/4/11,0,0,0,0,0,0,0,0,0
111205,12/5/11,0,0,0,0,0,0,0,0,0
111206,12/6/11,5.8,5.5,5.4,6.3,6.3,7,7.7,7.5,8.3
111207,12/7/11,17.5,17.1,17.2,18.6,18.9,20.3,17.9,17.4,19.9
111208,12/8/11,11.6,12,13,11.6,11.6,10.3,10,10.6,8.5
111209,12/9/11,0,0,0,0,0,0,0,0,0
111210,12/10/11,0.1,0.1,0.2,0.1,0.1,0,0,0,0
111211,12/11/11,0,0,0,0,0,0,0,0,0
111212,12/12/11,0,0,0,0,0,0,0,0,0
111213,12/13/11,0,0,0,0,0,0,0,0,0
111214,12/14/11,0,0,0,0,0,0,0,0,0
111215,12/15/11,19.1,19,19.3,18.6,18.3,18,13.5,12.4,13.8
111216,12/16/11,2,1.9,1.8,2.1,2.2,2.6,1.2,1.1,2.1
111217,12/17/11,0,0,0,0,0,0,0.5,0.5,0.2
111218,12/18/11,0,0,0,0,0,0,0,0,0
111219,12/19/11,0,0,0,0,0,0,0,0,0
111220,12/20/11,0,0,0,0,0,0,0,0,0
111221,12/21/11,10.8,10.7,10.6,10.9,11,11.4,11.5,11.1,11.6
111222,12/22/11,1.9,1.9,2,1.9,2,2.3,0.8,0.8,0.8
111223,12/23/11,11.6,11.8,11.9,11.5,11.6,11.4,12.3,11.6,11.7
111224,12/24/11,0,0,0,0,0,0,0,0,0
111225,12/25/11,1.2,1.1,1.1,1.2,1.2,1.3,0.8,0.8,0.8
111226,12/26/11,3,3.1,3.3,2.9,3.1,3.3,3.9,3.8,4
111227,12/27/11,22.2,22.4,22.9,21.7,24.4,27.9,26.1,27,28
111228,12/28/11,13.3,12.7,12,13.7,11.3,8.6,10.4,10.3,9.9
111229,12/29/11,0,0,0,0,0,0,0,0,0
111230,12/30/11,0.5,0.5,0.5,0.5,0.6,0.8,0.8,0.9,0.8
111231,12/31/11,1.9,1.9,2,1.9,2.2,2.8,2.2,2.3,2.1
120101,1/1/12,5.8,5.7,5.7,5.8,7.2,9.7,6.2,7.8,10.1
120102,1/2/12,8.8,8.5,8.3,8.9,7.5,5.6,8.7,8.3,7.8
120103,1/3/12,0,0,0,0,0,0,0,0,0
120104,1/4/12,0,0,0,0,0,0,0,0,0
120105,1/5/12,0,0,0,0,0,0,0,0,0
120106,1/6/12,0.8,0.9,1.3,2.3,2.7,2.2,1.6,1.4,1.6
120107,1/7/12,0,0,0,0,0,0,0,0,0
120108,1/8/12,0,0,0,0,0,0,0,0,0
120109,1/9/12,0,0,0,0,0,0,0,0,0
120110,1/10/12,0,0,0,0,0,0,0,0,0
120111,1/11/12,0,0,0,0,0,0,0,0,0
120112,1/12/12,13.2,13.5,13.9,13.6,14.4,15.5,18.4,17.5,20.3
120113,1/13/12,6.3,6.6,6.8,6.4,6.8,7,8.7,8,7.6
120114,1/14/12,1.4,1.4,1.4,1.4,1.1,0.6,0.6,0.6,0.8
120115,1/15/12,0,0,0,0,0,0,0,0,0
120116,1/16/12,0,0,0,0,0,0,0,0,0
120117,1/17/12,5.7,5.4,5,6.3,6.4,7.6,8.1,7.6,6.9
120118,1/18/12,1.9,1.9,2,1.9,2,2,2.4,2.2,2.7
120119,1/19/12,3.3,3.2,3.5,3.5,3.3,3.1,3.4,3.7,2.5
120120,1/20/12,2.6,2.5,2.8,2.7,2.5,2.2,2.2,2.3,3
120121,1/21/12,1.4,1.3,1.3,1.6,1.3,1.1,0.9,1.1,1
120122,1/22/12,0,0,0,0,0,0,0,0,0
120123,1/23/12,24.4,23.1,24.8,26,24.7,24.7,22,23.3,21.5
120124,1/24/12,1.6,1.6,2,1.5,2.6,3.8,1.6,1.7,2.6
120125,1/25/12,0.5,0.4,0.5,0.5,0.5,0.4,0.2,0.2,0.2
120126,1/26/12,5.9,5.8,5.7,6.1,5.5,4.8,4.2,4.9,5.5
120127,1/27/12,32.2,32,31.9,32.9,33.7,35.7,33.7,36.2,39
120128,1/28/12,0,0,0,0,0,0,0,0,0
120129,1/29/12,1.2,1.2,1.2,1.2,1,0.8,0,0,0
120130,1/30/12,0,0,0,0,0,0,0,0,0
120131,1/31/12,3.6,3.6,3.4,3.4,3.5,3.6,2.6,1.8,0.9
120201,2/1/12,2.2,2.3,2.2,2,1.9,1.7,3.3,1.8,1.3
120202,2/2/12,0,0,0,0,0,0,0,0,0
120203,2/3/12,0,0,0,0,0,0,0.3,0.2,0
120204,2/4/12,0.5,0.6,0.6,0.4,0.5,0.6,0.3,0.2,0.1
120205,2/5/12,0,0,0,0,0,0,0,0,0
120206,2/6/12,0,0,0,0,0,0,0,0,0
120207,2/7/12,0,0,0,0,0,0,0,0,0
120208,2/8/12,0,0,0,0,0,0,0,0,0
120209,2/9/12,0,0,0,0,0,0,0,0,0
120210,2/10/12,0,0,0,0,0,0,0,0,0
120211,2/11/12,0.5,0.5,1.1,1.4,1.4,1.4,1.7,1.5,1.6
120212,2/12/12,0,0,0,0,0,0,0,0,0
120213,2/13/12,0,0,0,0,0,0,0,0,0
120214,2/14/12,0,0,0,0,0,0,0,0,0
120215,2/15/12,0,0,0,0,0,0,0,0,0.1
120216,2/16/12,1.5,1.3,1,1.7,1.5,1.5,2.5,2.7,2.3
120217,2/17/12,3.7,3.8,4.1,3.6,3.9,3.7,2.3,2.4,2.1
120218,2/18/12,0,0,0,0,0,0,0,0,0
120219,2/19/12,0,0,0,0,0,0,0,0,0
120220,2/20/12,0,0,0,0,0,0,0,0,0
120221,2/21/12,1.1,1,0.9,1.2,1,1.1,1.1,1.2,1.4
120222,2/22/12,0.5,0.5,0.6,0.4,0.5,0.5,0,0,0.5
120223,2/23/12,1.1,1.1,1,1.1,1,1.1,0.5,0.6,1
120224,2/24/12,13.9,13.4,12.8,14.3,14.3,16,18.6,18.1,17.7
120225,2/25/12,4.3,4.8,5.5,3.9,4,3.2,3.3,3.1,2.9
120226,2/26/12,0,0,0,0,0,0,0,0,0
120227,2/27/12,0.3,0.4,0.6,0.3,0.6,0.8,0,0,0.9
120228,2/28/12,0.4,0.5,0.7,0.4,0.9,1.3,0.6,0.7,0.5
120229,2/29/12,1,1,1,1.2,1.2,1.3,1.1,1.2,1.6
120301,3/1/12,7.6,7.3,7.5,8.8,9.4,10.8,17.7,17.4,15.8
120302,3/2/12,0.9,0.9,1,1,1.2,1.3,0.8,0.7,0.5
120303,3/3/12,14.1,13.2,13.1,16.3,15.2,14.8,14.4,14.5,16.1
120304,3/4/12,0.2,0.2,0.2,0.3,0.5,0.8,0.3,0.3,0.3
120305,3/5/12,0,0,0,0,0,0,0,0,0
120306,3/6/12,0,0,0,0,0,0,0,0,0
120307,3/7/12,0,0,0,0,0,0,0,0,0
120308,3/8/12,5.6,5.2,4.7,6.4,6.2,7.2,5.3,5,6.8
120309,3/9/12,6.5,7.1,7.7,6.2,7.1,7.2,9.9,8.8,6.9
120310,3/10/12,4.1,4,3.9,4.4,4.4,4.6,4.9,4.4,4.7
120311,3/11/12,0,0,0,0,0,0,0,0,0
120312,3/12/12,0,0,0,0,0,0,0,0,0
120313,3/13/12,0,0,0,0,0,0,0,0,0
120314,3/14/12,0.7,0.8,1,0.6,0.5,0,0,0,0.4
120315,3/15/12,1.4,1.3,1.4,1.5,0.8,0,0.3,0.2,0.3
120316,3/16/12,6,5.9,6.4,6.1,7.4,9.7,8.3,8.7,8.1
120317,3/17/12,0,0,0,0,0,0,0,0,0
120318,3/18/12,0,0,0,0,0,0,0,0,0
120319,3/19/12,0,0,0,0,0,0,0,0,0
120320,3/20/12,0,0,0,0,0,0,0,0,0
120321,3/21/12,0,0,0,0,0,0,0,0,0
120322,3/22/12,0,0,0,0,0,0,0,0,0
120323,3/23/12,0,0,0,0,0,0,0,0,0
120324,3/24/12,0.8,0.9,1.1,0.7,0.7,0.2,0.6,0.5,0.4
120325,3/25/12,5.3,5,5.3,6.5,6.4,7.1,6.8,6,7.5
120326,3/26/12,2.6,3,3.7,2.4,2.8,2.5,2.5,1.9,1.8
120327,3/27/12,0.4,0.4,0.5,0.4,0.3,0,0,0,0
120328,3/28/12,2.2,2,2,2.8,2.1,1.7,0,0.3,2.4
120329,3/29/12,2.1,2.3,2.6,2.2,2.5,2.8,1.3,1.6,1.6
120330,3/30/12,0.5,0.7,0.8,0.4,0.9,1.4,5.2,4.6,2.2
120331,3/31/12,0,0,0,0,0,0,0,0,0
120401,4/1/12,0.7,0.8,0.8,0.8,0.9,1.1,0.6,0.8,1.2
120402,4/2/12,0,0,0,0,0,0,0,0,0
120403,4/3/12,0,0,0,0,0,0,0,0,0
120404,4/4/12,0,0,0,0,0,0,0,0,0
120405,4/5/12,0,0,0,0,0,0,0,0,0
120406,4/6/12,0,0,0,0,0,0,0,0,0
120407,4/7/12,0,0,0,0,0,0,0,0,0
120408,4/8/12,0.6,0.6,0.6,0.6,0.5,0.3,0.3,0.3,0.6
120409,4/9/12,13.4,13.7,13.1,12.7,12.5,11.7,4.1,4.9,5.4
120410,4/10/12,0,0,0,0,0,0,0,0,0
120411,4/11/12,0,0,0,0,0,0,0,0,0
120412,4/12/12,0,0,0,0,0,0,0,0,0
120413,4/13/12,0,0,0,0,0,0,0,0,0
120414,4/14/12,0,0,0,0,0,0,0,0,0
120415,4/15/12,0,0,0,0,0,0,0,0,0
