Date,runoff
2015-12-01,0.1302498597729717
2015-12-02,0.2006883299640032
2015-12-03,0.8123509966454213
2015-12-04,1.2851047008353491
2015-12-05,0.5171997279339354
2015-12-06,2.333340555103092
2015-12-07,1.0551994683420751
2015-12-08,0.9095691044397068
2015-12-09,2.8544005473608425
2015-12-10,16.876318709147665
2015-12-11,7.81181254517045
2015-12-12,4.7796127645421125
2015-12-13,15.642245188844024
2015-12-14,9.044523619242172
2015-12-15,5.416480686514324
2015-12-16,3.774430211203514
2015-12-17,3.314528916468169
2015-12-18,10.44451281401257
2015-12-19,11.356443491920963
2015-12-20,10.51096991354806
2015-12-21,35.598903445481724
2015-12-22,54.63258007144089
2015-12-23,28.09818278993641
2015-12-24,17.0773552198154
2015-12-25,12.02767533552086
2015-12-26,9.269327247511429
2015-12-27,7.566572223422181
2015-12-28,6.3866937865666
2015-12-29,5.496562248369163
2015-12-30,4.804182869777919
2015-12-31,4.290191801448184
2016-01-01,3.868893149951
2016-01-02,3.5078448984882606
2016-01-03,3.2507967093965555
2016-01-04,3.5836877387326305
2016-01-05,8.331812857025591
2016-01-06,11.505707045775155
2016-01-07,13.179396550249786
2016-01-08,10.48826247634915
2016-01-09,9.705158658815929
2016-01-10,8.901769530718335
2016-01-11,7.590036575194393
2016-01-12,6.589546892210231
2016-01-13,
2016-01-14,19.77515014196105
2016-01-15,17.210723567630353
2016-01-16,16.18283357709284
2016-01-17,43.256154034784906
2016-01-18,37.75944040350108
2016-01-19,27.23378634723105
2016-01-20,24.036579189623943
2016-01-21,16.965483245882076
2016-01-22,13.694703991750488
2016-01-23,20.83467916166237
2016-01-24,21.1118612784038
2016-01-25,16.14831827255049
2016-01-26,12.170580806959366
2016-01-27,9.596314343175797
2016-01-28,8.504086613908024
2016-01-29,20.22248665477966
2016-01-30,22.628718083291258
2016-01-31,16.578851281841896
2016-02-01,12.3808516754213
2016-02-02,9.68002909498245
2016-02-03,7.981512792503664
2016-02-04,6.856586353669454
2016-02-05,6.118140495960773
2016-02-06,5.527898511703668
2016-02-07,5.0356012732312
2016-02-08,4.596893586548181
