Date,precip,Dry_PET,Dry_runoff,Elder_PET,Elder_runoff
5/24/16,0,3.428357376,0.717226634,3.782347531,0.723731438
5/25/16,0,3.993705922,0.610417699,4.651070758,0.704959957
5/26/16,0,4.482642712,0.379327865,5.306797515,0.681041456
5/27/16,0,5.145006596,0.222350617,5.665897596,0.656683946
5/28/16,0,5.255557852,0.314660625,6.310627084,0.632583785
5/29/16,0,5.319342125,0.287094498,6.240107775,0.625181161
5/30/16,0,6.083471437,0.127041301,6.839219874,0.603775617
5/31/16,0,6.282714907,0.093321527,7.413926597,0.583565998
6/1/16,0,5.831837205,0.136764206,7.38098195,0.572636151
6/2/16,0,6.173480622,0.104810608,7.472304845,0.550246618
6/3/16,0,7.05862248,0.092670209,7.76090056,0.527342383
6/4/16,0,5.523576783,0.117014892,6.446550022,0.525026225
6/5/16,0,6.408975613,0.108837732,7.640257184,0.5066332
6/6/16,0,6.269795445,0.074915876,7.281554899,0.500895788
6/7/16,0,5.666757621,0.060370885,5.701755541,0.489284718
6/8/16,0,3.930106184,0.058691196,3.961690988,0.493871621
6/9/16,0,4.754297737,0.054557337,4.857457613,0.501864639
6/10/16,0,3.839341105,0.040522978,4.551651794,0.483214264
6/11/16,0,5.629032717,0.036292645,6.542660896,0.478612223
6/12/16,0,5.505866691,0.030023677,6.654391385,0.459931571
6/13/16,0,4.982656494,0.020967602,5.356183719,0.459280625
6/14/16,0,3.370778548,0.019170972,3.883852252,0.463595038
6/15/16,0,3.057233383,0.027373641,3.591829618,0.47110363
6/16/16,1.832018663,3.362422081,0.044392446,3.554631331,0.504226212
6/17/16,12.27471781,2.91217039,0.096618658,3.015288134,0.597508364
6/18/16,0,4.345724592,0.06612238,4.815777701,0.501016894
6/19/16,0,5.316786877,0.061372396,5.902259039,0.457267232
6/20/16,0,5.473212227,0.038939839,6.389214111,0.436346113
6/21/16,0,6.15977107,0.047615295,6.849352689,0.421964736
6/22/16,0,5.488689997,0.044421916,6.571917457,0.40855221
6/23/16,0,4.533322624,0.036163763,5.482998336,0.396259917
6/24/16,0,5.752630776,0.033165205,6.33583976,0.392233132
6/25/16,0,6.348564481,0.026964779,7.248945768,0.384330944
6/26/16,0,6.385692975,0.019295746,7.595902167,0.367209536
6/27/16,0,6.225478006,0.011396992,7.936394263,0.349815639
6/28/16,0,6.749531506,0.005084543,7.505302802,0.340217962
6/29/16,0,6.564423405,0.003231649,7.423585223,0.330241828
6/30/16,0,6.794931721,0.000775794,7.847864643,0.323808054
7/1/16,0,6.665416246,0.000169389,7.67650007,0.304673254
7/2/16,0,6.299567794,5.86E-05,7.194103002,0.299374852
7/3/16,0,5.723005849,5.72E-06,6.546518611,0.288354176
7/4/16,0,5.264598589,0,6.304780142,0.285023752
7/5/16,0,5.846197861,0,7.065058656,0.275713702
7/6/16,0,5.169566678,0,6.525212012,0.273942522
7/7/16,0,5.075226907,0,5.752760662,0.271898853
7/8/16,0,4.334167716,0,5.070450131,0.270536407
7/9/16,0,3.775365149,0,4.714162836,0.27848401
7/10/16,0,3.918234623,0,4.723439989,0.286885762
7/11/16,0,5.046976062,0,5.845878829,0.282843838
7/12/16,0,5.079349075,0,5.887854304,0.275168724
7/13/16,0,6.3319865,0,7.114149959,0.255958232
7/14/16,0,6.755413319,0,7.878063811,0.235430709
7/15/16,0,6.327256446,0,7.733052264,0.221170438
7/16/16,0,6.208383802,0,6.983590411,0.215720653
7/17/16,0,4.76238377,0,5.765921443,0.211527347
7/18/16,0,3.906993532,0,4.385256053,0.212178293
7/19/16,0,4.221815522,0,4.593442432,0.216719781
7/20/16,0,5.21664971,0,5.92399127,0.215266505
7/21/16,0,4.94420648,0,5.784135013,0.207697359
7/22/16,0,5.852144697,0,6.622108577,0.204336658
7/23/16,0,6.293139589,0,7.26955548,0.196934034
7/24/16,0,6.397411134,0,7.440826333,0.189728207
7/25/16,0,6.984812063,0,7.929666336,0.180705785
7/26/16,0,6.884078224,0,7.906696181,0.169367205
7/27/16,0,6.633175843,0,8.033413561,0.15957273
7/28/16,0,6.683146575,0,8.047828876,0.152745361
7/29/16,0,6.238432312,0,8.043333846,0.147658895
7/30/16,0,6.24413286,0,7.346851598,0.143813769
7/31/16,0,5.187726297,0,6.206497486,0.142178833
8/1/16,0,5.688738076,0,6.235823158,0.143117408
8/2/16,0,6.084832251,0,7.272641975,0.139786983
8/3/16,0,6.127862761,0,7.186271679,0.137395133
8/4/16,0,5.175740554,0,6.025548211,0.137758452
8/5/16,0,4.701153557,0,5.581032519,0.139847537
8/6/16,0,5.141796603,0,6.014665427,0.142708674
8/7/16,0,5.501970442,0,6.022199007,0.141936621
8/8/16,0,4.81061744,0,5.76701637,0.14211828
8/9/16,0,5.37719024,0,6.019074418,0.143193099
8/10/16,0,5.376114474,0,6.26807224,0.14052876
8/11/16,0,5.373062206,0,6.506004679,0.128584648
8/12/16,0,5.110631371,0,6.371672492,0.125890032
8/13/16,0,5.735449453,0,6.865520224,0.125708372
8/14/16,0,5.492447433,0,6.805339329,0.122438501
8/15/16,0,5.900759315,0,6.89242369,0.122256842
8/16/16,0,5.821607835,0,7.133955462,
8/17/16,0,6.295185333,0,7.043124974,
8/18/16,0,5.660736072,0,6.640026171,0.124709245
8/19/16,0,5.059543849,0,6.144724134,0.121711863
8/20/16,0,5.102636081,0,6.182357711,0.118896141
8/21/16,0,5.408040781,0,5.734893643,0.118078673
8/22/16,0,5.017038557,0,6.000577495,0.115777653
8/23/16,0,5.504695883,0,5.934832963,0.110721464
8/24/16,0,5.41679049,0,5.955191636,0.108586965
8/25/16,0,5.036468503,0,6.057338815,0.109480124
8/26/16,0,4.57460239,0,5.221544543,0.110237038
8/27/16,0,4.735268148,0,4.391220469,0.112280708
8/28/16,0,4.887331844,0,4.989356759,0.115172121
8/29/16,0,3.706799055,0,3.891128911,0.117352035
8/30/16,0,4.2432873,0,4.811658323,0.120803566
8/31/16,0,3.989416404,0,4.796114564,0.116807057
9/1/16,0,4.24446677,0,4.949156383,0.10021549
9/2/16,0,3.958838961,0,4.755201542,0.080293498
9/3/16,0,3.788216179,0,4.72261331,0.073935416
9/4/16,0,3.371900793,0,4.435246917,0.072542693
9/5/16,0,4.377277915,0,4.845603251,0.071816055
9/6/16,0,4.499825631,0,5.31745643,0.069878353
9/7/16,0,4.733483257,0,5.335530777,0.070665545
9/8/16,0,4.159261681,0,4.812517241,0.070060013
9/9/16,0,4.836630505,0,5.460829892,0.070120566
9/10/16,0,4.790107548,0,5.410205981,0.06751678
9/11/16,0,4.498924169,0,5.02056032,0.064973547
9/12/16,0,3.473186124,0,4.058054586,0.066002951
9/13/16,0,3.274529806,0,3.868337416,0.069636141
9/14/16,0,3.571350227,0,3.931259625,0.078476903
9/15/16,0,3.875562824,0,4.808758484,0.082942699
9/16/16,0,4.527873984,0,5.417441646,0.090027419
9/17/16,0,4.78108647,0,5.453519988,0.088014027
9/18/16,0,4.211850318,0,5.067146358,0.086878655
9/19/16,0,4.233419716,0,4.770821038,0.085894666
9/20/16,0,3.72871361,0,4.329997253,0.08625024
9/21/16,0,2.518274753,0,3.174327593,0.083699614
9/22/16,0,2.663712896,0,3.088943005,0.092252748
9/23/16,0,3.075508746,0,3.283047248,0.098005299
9/24/16,0,4.450969079,0,4.821459755,0.099988415
9/25/16,0,4.990168032,0,5.78213262,0.100533394
9/26/16,0,4.277938498,0,5.25668913,0.096461193
9/27/16,0,4.387864038,0,5.257205667,0.093706024
9/28/16,0,4.228542447,0,4.705896074,0.102259159
9/29/16,0,3.180988355,0,3.66939747,0.105059743
9/30/16,0,2.238537985,0,2.595239713,0.111584346
10/1/16,0,2.493657813,0,2.8639404,0.120712736
10/2/16,14.64161202,1.618577431,0,2.168755779,0.193906375
10/3/16,9.787013717,1.19347337,0,1.62434283,0.188426314
10/4/16,0,2.15248415,0,2.346452875,0.224440309
10/5/16,0,2.378403976,0,2.600886135,0.195617002
10/6/16,0,2.738350416,0,2.97895031,0.171743917
10/7/16,0,3.563198053,0,3.595912415,0.166021643
10/8/16,0,3.566964951,0,3.788266378,0.161359049
10/9/16,0,3.177290527,0,3.661363671,0.153941286
10/10/16,0,2.602270551,0,3.066151335,0.151821925
10/11/16,0,2.806016795,0,2.925339621,0.14885482
10/12/16,0,2.575594711,0,2.963365803,0.149172724
10/13/16,48.80838944,1.252263714,0,1.734609149,0.173530235
10/14/16,58.45875616,1.530854714,0.531795302,1.409043688,1.791026402
10/15/16,34.34566308,0.911495051,3.289483786,1.046347819,1.089517975
10/16/16,43.64219345,0.905027245,7.721134433,1.085897273,1.92359242
10/17/16,21.06272506,1.363543175,1.487718176,1.298541274,2.462697256
10/18/16,0,1.79278997,0.421092502,1.962828178,1.25879435
10/19/16,0,2.440864725,0.144790888,2.234168244,0.849697162
10/20/16,0,2.526676867,0.066992571,2.579487538,0.639956133
10/21/16,0,2.353809323,0.046644461,2.338039336,0.521679197
10/22/16,0,2.063710386,0.04368672,2.2442895,0.440312346
10/23/16,0,1.875133001,0.03800571,2.06840645,0.384315805
10/24/16,60.16982372,0.915793006,15.81994621,1.218021319,1.589051317
10/25/16,8.216270084,1.433268414,5.341133832,1.684846898,2.17416142
10/26/16,0,1.388258304,3.896344197,1.725451708,1.676535503
10/27/16,50.94781783,0.960159377,28.72764511,1.11719191,4.503535743
10/28/16,0,1.253178411,6.456166967,1.50852799,4.318046258
10/29/16,27.34987901,1.011053861,24.62543205,1.311106761,3.67466887
10/30/16,80.62218005,0.819982482,57.62838961,0.890256879,10.44330175
10/31/16,41.18590296,0.578524136,21.59878983,0.936122654,11.7320245
11/1/16,8.439035509,1.420615216,20.38736481,1.546596112,12.62775721
11/2/16,0,1.776358345,4.528912661,1.63773803,8.769460863
11/3/16,0,2.028572229,1.701201378,1.783809824,6.002483949
11/4/16,0,1.946526909,0.855191728,1.838392277,4.574640298
11/5/16,22.80471416,1.500495387,0.825553076,1.79499171,3.819088171
11/6/16,0,1.220717376,4.541784551,1.3565138,4.389079779
11/7/16,0,1.494237672,1.208974625,1.701088451,3.531157867
11/8/16,0,1.777090349,0.740254445,1.796994079,3.127419634
11/9/16,0,1.945883057,0.529634614,1.752425311,2.809666896
11/10/16,0,2.058898992,0.399420735,1.755179554,2.543838498
11/11/16,6.661467203,1.405351002,0.353253059,1.552388291,2.319337635
11/12/16,3.751194521,1.427882539,2.7132415,1.491451795,2.441655031
11/13/16,0,1.65856354,0.943471275,1.62789379,2.093928476
11/14/16,0,1.632486957,0.638565763,1.52053855,1.940123434
11/15/16,12.75128551,1.090373331,2.997846397,1.100084884,2.084542735
11/16/16,0,0.991110787,1.787000211,1.147500382,1.971611081
11/17/16,0,1.291380896,1.078306446,1.200425247,1.873514952
11/18/16,7.301835452,1.207906552,0.803560349,1.450644124,1.804938491
11/19/16,30.49597252,0.944712895,29.7421853,0.950323138,3.241410969
11/20/16,15.07032876,0.913852168,23.49947999,1.051274614,5.490809698
11/21/16,0,1.006093015,7.366421237,1.177831608,5.755124267
11/22/16,20.85231013,0.918550247,14.67044955,0.95800153,5.164125368
11/23/16,0,0.914548671,19.97743926,0.999001762,5.18970908
11/24/16,0,1.00236127,5.845200408,0.986124325,4.717091621
11/25/16,9.278622278,0.654983548,5.2708255,0.838476827,4.633982401
11/26/16,73.84421318,0.673604875,50.5103253,0.842431341,8.161507078
11/27/16,5.125043779,0.794215031,28.42810636,0.817559463,13.75086705
11/28/16,0,0.927763754,15.55248668,0.963299125,11.12558455
11/29/16,0,1.170915204,5.71184481,0.972095875,8.722380777
11/30/16,0,0.839465864,3.820153093,0.955245839,7.169948987
12/1/16,0,1.048350377,2.239810439,1.010611899,5.991584379
12/2/16,0,1.214556623,1.446373776,1.087293927,5.108870604
12/3/16,0,1.274463534,1.021838559,1.00540661,4.466855663
12/4/16,0,0.973395586,0.772016937,1.028556729,3.945341522
12/5/16,0,-0.796351678,0.724483339,0.765066554,3.597160818
12/6/16,0,0.778921609,0.574473181,0.866121708,3.266994681
12/7/16,11.28158903,0.496029948,6.148995812,0.69392084,3.125451656
12/8/16,23.85228237,0.730258341,22.37363454,0.639625238,4.217376619
12/9/16,56.36795397,0.578719644,25.99211,0.709222129,5.939205891
12/10/16,89.9838503,0.999747156,113.0266111,1.022681706,38.18845958
12/11/16,0,0.636735848,13.15294591,0.716994482,23.83221225
12/12/16,0,0.916207368,5.041737194,0.900247223,14.42300719
12/13/16,12.84520283,0.615063469,4.060754013,0.665148297,10.04395362
12/14/16,61.64481188,0.651985954,42.84499889,0.781616658,12.52254608
12/15/16,114.9681653,0.963911427,108.4099795,1.050142591,52.40422357
12/16/16,0,0.638253544,17.85766791,0.797788149,31.6980685
12/17/16,0,0.743515601,5.970700828,0.787861541,21.52059515
12/18/16,0,0.991337404,3.028813679,0.608090408,13.87863423
12/19/16,0,0.956055174,1.946522185,0.672604247,10.20744717
12/20/16,0,1.169204406,1.388535578,0.864647233,8.161809844
12/21/16,0,1.184939023,1.001591447,0.811256146,6.71822237
12/22/16,0,1.170273057,0.760205631,0.739837447,5.755578415
12/23/16,45.02831498,0.593758853,25.90299367,0.664493392,6.806932758
12/24/16,0,0.636378577,7.920349389,0.618606289,6.602111674
12/25/16,0,0.706708048,3.44071804,0.63083896,5.999153525
12/26/16,0,0.893938486,2.070089351,0.543428166,5.462198327
12/27/16,0,1.010464964,1.529767032,0.657089847,4.942349398
12/28/16,0,1.125890024,1.155180735,0.680311894,4.521959044
12/29/16,0,1.350274271,0.881846569,0.795419575,4.149102925
12/30/16,0,1.12259746,0.692396161,0.887333309,3.831804336
12/31/16,0,1.062086074,0.599721885,0.961683986,3.557044346
1/1/17,0,0.645916363,0.533254201,0.713315299,3.308927749
1/2/17,11.22438958,0.378051478,0.84922278,0.469192319,3.213707895
1/3/17,71.17875546,0.956365502,35.78588055,1.043436498,4.848794757
1/4/17,1.263437987,0.818439194,31.59687887,0.834446771,11.59820201
1/5/17,0,0.786566797,7.258482919,0.771828479,9.116279121
1/6/17,0,0.71176357,3.481290537,0.629263244,7.644383042
1/7/17,41.23001699,0.917184426,36.0204056,0.934726544,8.865286248
1/8/17,131.8288354,0.929872824,98.05488438,0.99739316,29.1781485
1/9/17,42.01401008,0.659478705,44.91630232,0.506493152,33.63728364
1/10/17,190.1538852,0.873232567,117.8947046,0.836736368,85.5843308
1/11/17,17.54882891,0.662905148,37.99904411,0.806031289,54.98832992
1/12/17,0,0.770643716,14.47441135,0.868154886,30.0464809
1/13/17,0,1.148167939,6.214027173,0.961921885,23.54004323
1/14/17,0,1.125581131,3.514366763,1.057304951,17.12443531
1/15/17,0,1.178362926,2.296776664,1.030680405,13.26038641
1/16/17,0,1.528267088,1.602368307,0.936434536,10.82963095
1/17/17,0,1.031686734,1.211707494,0.968370097,9.136564431
1/18/17,84.2600572,0.719602761,47.32344629,0.806209516,10.921369
1/19/17,36.5147408,0.586992999,46.82604316,0.649964805,20.34586373
1/20/17,67.97674773,0.563553777,70.69987659,0.592915547,27.92863393
1/21/17,39.48636344,0.641257727,57.95829045,0.583491837,31.57544834
1/22/17,29.92165431,0.648364337,42.98740803,0.80302966,30.34924673
1/23/17,9.935426888,0.571173444,20.70355784,0.82713181,26.12869107
1/24/17,0,1.025834419,11.00552506,1.051504645,20.51692642
1/25/17,0,1.050258835,5.766813485,1.099243491,15.65965422
1/26/17,0,1.246526186,3.5766942,1.186644318,12.58506723
1/27/17,0,1.412180981,2.335675523,1.175916501,10.72744748
1/28/17,0,1.515947719,1.69079466,1.209870806,9.289612558
1/29/17,0,1.59657311,1.262281923,1.207962266,8.273984584
1/30/17,0,1.793879385,0.971787384,1.272833841,7.601238911
1/31/17,0,1.391860715,0.751940845,1.295466894,6.946053656
2/1/17,0,1.107739494,0.62698466,1.551380985,6.322658814
2/2/17,20.15827899,0.885110101,1.870302394,1.165138476,6.117686347
2/3/17,98.19439345,0.705097174,48.73757434,0.681777732,18.23709973
2/4/17,24.69468709,0.605448075,35.49968863,0.66815023,28.4312252
2/5/17,38.4928354,0.694959966,31.78073373,1.153462287,26.17107829
